小区,地区,厅,面积,单位,方向,状态,层,build-year,形式,钱,单位,网址,推荐语
学院南路32号院 ,小西天,1室1厅 ,36.67,平米, 东 , 其他 , 底层(共16层) , 1992年建 , 塔楼,360,万,https://bj.lianjia.com/ershoufang/101106344064.html,北二环 邮电大学对面 师大低总价一居 带电梯
滨河西里 ,枣园,2室1厅 ,58.28,平米, 东 南 西 北 , 简装 , 中楼层(共6层) , 1994年建 , 板楼,249,万,https://bj.lianjia.com/ershoufang/101106344038.html,滨河西里，商品房，满五年唯一，格局方正
平原里小区 ,牛街,1室1厅 ,43.65,平米, 南 北 , 其他 , 地下室(共6层) , 1998年建 , 板楼,380,万,https://bj.lianjia.com/ershoufang/101106344021.html,南北通透一居室 采光好 可居住 总价低
学院南路66号院 ,白石桥,1室1厅 ,47.36,平米, 南 , 精装 , 中楼层(共14层) , 1994年建 , 板塔结合,450,万,https://bj.lianjia.com/ershoufang/101106344001.html,66号院 有电梯南向精装一居室
陶然北岸 ,陶然亭,2室2厅 ,103.52,平米, 东 , 精装 , 高楼层(共18层) , 2004年建 , 塔楼,1300,万,https://bj.lianjia.com/ershoufang/101106343988.html,陶然北岸小区，户型方正两居室，满五唯一税费低
左家庄西街 ,国展,2室1厅 ,67.18,平米, 东 西南 , 精装 , 中楼层(共6层) , 1992年建 , 板楼,400,万,https://bj.lianjia.com/ershoufang/101106343987.html,左家庄西街满五年业主唯一东西通透明厨明卫带客厅两居
立城苑 ,立水桥,2室1厅 ,95.23,平米, 南 , 精装 , 中楼层(共15层) , 2008年建 , 板楼,580,万,https://bj.lianjia.com/ershoufang/101106343984.html,立城苑 2室1厅 580万
宝盛里 ,清河,1室1厅 ,68.5,平米, 南 , 简装 , 高楼层(共9层) , 2000年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106343971.html,宝盛里电梯南向一居室 采光视野好 靠谱签约有钥匙
和平街十二区 ,和平里,2室1厅 ,59.13,平米, 南 北 , 简装 , 顶层(共6层) , 1992年建 , 板楼,408,万,https://bj.lianjia.com/ershoufang/101106343964.html,南北通透两居室业主诚售，满5年唯一央产房
新悦家园 ,鼓楼大街,3室1厅 ,140.6,平米, 西北 南 , 其他 , 低楼层(共28层) , 2013年建 , 塔楼,515,万,https://bj.lianjia.com/ershoufang/101106343928.html,新悦家园三居室户型好，业主诚心出售。
东亚瑞晶苑 ,马驹桥,1室1厅 ,42.57,平米, 南 , 其他 , 底层(共19层) , 2009年建 , 板塔结合,180,万,https://bj.lianjia.com/ershoufang/101106343924.html,东亚瑞晶苑 1室1厅 180万
玉林东里三区 ,右安门外,2室1厅 ,49.76,平米, 南 北 , 精装 , 底层(共6层) , 1990年建 , 板楼,398,万,https://bj.lianjia.com/ershoufang/101106343910.html,此房是南北通透两居室，视野宽阔，采光充足
新华联家园北区 ,果园,3室2厅 ,139.04,平米, 南 北 , 精装 , 中楼层(共12层) , 2004年建 , 板楼,688,万,https://bj.lianjia.com/ershoufang/101106343885.html,果园新华联家园精装大三居电梯中高层南北通透
北京华侨城2号院 ,欢乐谷,3室2厅 ,189.47,平米, 南 北 , 精装 , 低楼层(共12层) , 2009年建 , 板楼,1350,万,https://bj.lianjia.com/ershoufang/101106343845.html,北京华侨城2号院 3室2厅 1350万
西山壹号院 ,西北旺,3室2厅 ,200.06,平米, 南 北 , 精装 , 中楼层(共6层) , 2011年建 , 板楼,1900,万,https://bj.lianjia.com/ershoufang/101106343763.html,壹号院自住装修 双卧朝南 客厅餐厅通透 有车位储藏间
汇锦苑 ,青塔,3室1厅 ,108.42,平米, 东南 , 其他 , 高楼层(共24层) , 2005年建 , 板塔结合,530,万,https://bj.lianjia.com/ershoufang/101106343728.html,青塔东南三居室，户型方正，采光充足
康乐园 ,旧宫,2室2厅 ,68.2,平米, 南 北 , 其他 , 低楼层(共6层) , 1994年建 , 板楼,262,万,https://bj.lianjia.com/ershoufang/101106343726.html,康乐园 2室2厅 262万
同泽园西里 ,海淀其它,2室1厅 ,68.06,平米, 南 北 , 精装 , 低楼层(共6层) , 2012年建 , 板楼,255,万,https://bj.lianjia.com/ershoufang/101106343718.html,海淀产权 中低层南北通透两居 集中供暖
开阳里东巷24号院 ,北京南站,2室1厅 ,57.8,平米, 东 西 , 其他 , 顶层(共6层) , 1989年建 , 板楼,305,万,https://bj.lianjia.com/ershoufang/101106343716.html,南二环外，东西通透两居，采光充足，有门禁
新街口西里三区 ,新街口,3室1厅 ,81.59,平米, 东 西 , 简装 , 中楼层(共6层) , 2003年建 , 板楼,865,万,https://bj.lianjia.com/ershoufang/101106343656.html,04年楼龄，中间楼层，东西通透前后无遮挡，诚心出售
邑上公馆 ,长阳,2室1厅 ,67.7,平米, 东 北 , 精装 , 中楼层(共6层) , 2014年建 , 板楼,255,万,https://bj.lianjia.com/ershoufang/101106343649.html,总价低两居室 进地铁 业主没住过
金隅自由筑 ,临河里,3房间1卫 ,67.51,平米, 南 , 其他 , 低楼层(共7层) , 2013年建 , 板塔结合,190,万,https://bj.lianjia.com/ershoufang/101106343641.html,金隅自由筑 3房间1卫 190万
雅丽世居 ,果园,1室1厅 ,39.96,平米, 北 , 简装 , 中楼层(共18层) , 2005年建 , 板楼,210,万,https://bj.lianjia.com/ershoufang/101106343572.html,地铁门口，带电梯视野好，首付81万，满五唯一，有燃气
双榆树东里 ,双榆树,1室1厅 ,37.6,平米, 南 , 其他 , 底层(共6层) , 1990年建 , 板楼,410,万,https://bj.lianjia.com/ershoufang/101106343567.html,双榆树东里 一层一居 南向 兵器部公房 双榆树公园
枣营南里 ,农展馆,2室1厅 ,63.11,平米, 南 北 , 精装 , 低楼层(共6层) , 1990年建 , 板楼,465,万,https://bj.lianjia.com/ershoufang/101106343543.html,朝阳公园，蓝色港湾  精装修南北通透，低楼层
仓上小区 ,顺义城,3室2厅 ,79.93,平米, 南 北 , 简装 , 顶层(共6层) , 1992年建 , 板楼,275,万,https://bj.lianjia.com/ershoufang/101106343542.html,仓上小区 正规小三居 高楼层 业主诚心出售 商品房
梅园 ,马连洼,2室1厅 ,59.11,平米, 南 北 , 简装 , 顶层(共6层) , 1995年建 , 板楼,405,万,https://bj.lianjia.com/ershoufang/101106343533.html,梅园 2室1厅 405万
兴隆家园 ,高碑店,2室1厅 ,88.54,平米, 西南 , 其他 , 底层(共24层) , 2004年建 , 塔楼,499,万,https://bj.lianjia.com/ershoufang/101106343482.html,兴隆家园 2室1厅 499万
兴隆家园 ,高碑店,1室0厅 ,45,平米, 西北 , 精装 , 底层(共24层) , 2004年建 , 塔楼,285,万,https://bj.lianjia.com/ershoufang/101106343454.html,兴隆家园 1室0厅 285万
杨庄北区 ,杨庄,2室1厅 ,102.94,平米, 西南 , 其他 , 低楼层(共20层) , 2001年建 , 塔楼,486,万,https://bj.lianjia.com/ershoufang/101106343449.html,杨庄北区 2室1厅 486万
玺源台 ,广安门,2室2厅 ,89.66,平米, 东 , 其他 , 高楼层(共27层) , 2013年建 , 板楼,1050,万,https://bj.lianjia.com/ershoufang/101106343432.html,玺源台 2室2厅 1050万
皓月苑 ,万达,2室1厅 ,90.52,平米, 南 北 , 简装 , 中楼层(共6层) , 2002年建 , 板楼,375,万,https://bj.lianjia.com/ershoufang/101106343415.html,皓月苑 2室1厅 375万
梅园 ,马连洼,2室1厅 ,59.88,平米, 南 北 , 简装 , 高楼层(共6层) , 1995年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106343406.html,梅园 2室1厅 420万
金地朗悦沁园 ,长阳,3室1厅 ,92.78,平米, 南 北 , 简装 , 中楼层(共6层) , 2014年建 , 板楼,400,万,https://bj.lianjia.com/ershoufang/101106343341.html,金地朗悦沁园 南北通透的小三居
富力又一城B区 ,豆各庄,3室2厅 ,121.68,平米, 东 南 , 精装 , 低楼层(共22层) , 2007年建 , 塔楼,618,万,https://bj.lianjia.com/ershoufang/101106343328.html,东南向小三居，三面朝阳，看房方便有钥匙。
丰西北里 ,五里店,2室1厅 ,52.23,平米, 南 北 , 简装 , 中楼层(共5层) , 1980年建 , 板楼,205,万,https://bj.lianjia.com/ershoufang/101106343321.html,优质两居室 业主诚售 格局合理
新街坊 ,北苑,2室1厅 ,76.81,平米, 东南 , 简装 , 低楼层(共18层) , 2004年建 , 板塔结合,410,万,https://bj.lianjia.com/ershoufang/101106343308.html,北五环佳兴园人车分流小两居采光好满五年家庭一套房
静安东里 ,国展,2室1厅 ,61.01,平米, 南 , 其他 , 中楼层(共6层) , 1992年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106343289.html,东北三环内 两居室 装修好可以直接拎包入住
御园D区 ,天宫院南,2室1厅 ,74.97,平米, 南 北 , 精装 , 高楼层(共15层) , 2007年建 , 板楼,225,万,https://bj.lianjia.com/ershoufang/101106343276.html,御园D区 南北通透两居室 花园洋房 人车分流
公安局宿舍 ,南沙滩,1室1厅 ,58.99,平米, 西 , 其他 , 底层(共18层) , 2000年建 , 塔楼,370,万,https://bj.lianjia.com/ershoufang/101106343272.html,公安局宿舍 1室1厅 370万
融科香雪兰溪 ,马驹桥,3室1厅 ,89.47,平米, 南 北 , 精装 , 高楼层(共17层) , 2009年建 , 板楼,340,万,https://bj.lianjia.com/ershoufang/101106343229.html,南北双通透的三居室，中高楼层，小区环境好
公园大道 ,朝阳公园,4室2厅 ,297.19,平米, 东南 北 , 精装 , 高楼层(共31层) , 2005年建 , 板塔结合,2800,万,https://bj.lianjia.com/ershoufang/101106343223.html,保养全新 高层观景 业主每年居住时间不超过10天
葡东小区 ,滨河西区,2室1厅 ,68.75,平米, 南 北 , 精装 , 底层(共6层) , 1997年建 , 板楼,245,万,https://bj.lianjia.com/ershoufang/101106343198.html,葡东小区精装修南北通透两居室低楼层
儿童福利院家属楼 ,清河,2室1厅 ,58.3,平米, 东 西 , 简装 , 低楼层(共6层) , 1995年建 , 板楼,390,万,https://bj.lianjia.com/ershoufang/101106343176.html,满五年唯一成本价公房，诚意出售，小区安静
夕照寺西里 ,广渠门,2室1厅 ,38.97,平米, 南 北 , 精装 , 顶层(共5层) , 1976年建 , 板楼,410,万,https://bj.lianjia.com/ershoufang/101106343166.html,夕照寺西里  南北小两居  满五年唯一
恩济里小区 ,定慧寺,2室1厅 ,54.19,平米, 南 北 , 其他 , 底层(共6层) , 1995年建 , 板楼,560,万,https://bj.lianjia.com/ershoufang/101106343146.html,恩济里小区 2室1厅 560万
五路通北街1号 ,六铺炕,3室1厅 ,85.7,平米, 东 南 北 , 简装 , 底层(共5层) , 1957年建 , 板楼,985,万,https://bj.lianjia.com/ershoufang/101106343059.html,低楼层，3米层高，三居室，适合三代同堂的您。
新通国际花园 ,梨园,3室2厅 ,117.59,平米, 南 北 , 其他 , 高楼层(共17层) , 2009年建 , 板塔结合,680,万,https://bj.lianjia.com/ershoufang/101106343028.html,新通国际花园 3室2厅 680万
滨河路3号 ,滨河西区,2室1厅 ,70.12,平米, 东 西 , 精装 , 高楼层(共6层) , 1994年建 , 板楼,215,万,https://bj.lianjia.com/ershoufang/101106343008.html,精装的婚房，房主靠谱，签约随时
长楹天街 ,常营,4室2厅 ,188.71,平米, 南 北 , 精装 , 中楼层(共18层) , 2012年建 , 板楼,1200,万,https://bj.lianjia.com/ershoufang/101106342986.html,满五唯一 南北通透 精装修 产权清晰
交大嘉园 ,西直门,3室2厅 ,135.8,平米, 东南 , 其他 , 高楼层(共19层) , 2002年建 , 塔楼,1680,万,https://bj.lianjia.com/ershoufang/101106342981.html,交大嘉园 3室2厅 1680万
慧华苑 ,回龙观,2室1厅 ,73.33,平米, 南 北 , 其他 , 顶层(共6层) , 1996年建 , 板楼,340,万,https://bj.lianjia.com/ershoufang/101106342979.html,南北通透、采光充足，业主装修入住3年
惠新里小区 ,惠新西街,3室1厅 ,75.94,平米, 东 西 , 简装 , 低楼层(共7层) , 1993年建 , 板楼,570,万,https://bj.lianjia.com/ershoufang/101106342949.html,满五年唯一，东西通透，明厅户型
知本时代 ,西三旗,2室1厅 ,95.35,平米, 西南 , 精装 , 低楼层(共18层) , 2004年建 , 板塔结合,600,万,https://bj.lianjia.com/ershoufang/101106342916.html,海淀 西三旗 知本时代 西南向 房子全明户型 看房方便
惠新里小区 ,惠新西街,3室1厅 ,79.64,平米, 南 北 , 简装 , 顶层(共5层) , 1979年建 , 板楼,530,万,https://bj.lianjia.com/ershoufang/101106342908.html,满五唯一 南北三居 经贸大学家属楼 小区环境幽静
阳光南里 ,清河,2室1厅 ,71.8,平米, 南 北 , 其他 , 高楼层(共6层) , 1996年建 , 板楼,471,万,https://bj.lianjia.com/ershoufang/101106342857.html,南北通透，户型很好，能做三居，精装修可直接入住
西山壹号院 ,西北旺,4室3厅 ,317.94,平米, 南 北 , 精装 , 底层(共6层) , 2011年建 , 板楼,2550,万,https://bj.lianjia.com/ershoufang/101106342838.html,西山壹号院 地上花园 地下庭院 自住装修 有车位
法华南里 ,崇文门,1室1厅 ,47.56,平米, 东 , 简装 , 低楼层(共6层) , 1994年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106342784.html,东城 二环内法华南里低楼层朝东向的一居室，满五年
晓月苑一里 ,卢沟桥,2室1厅 ,69.45,平米, 南 北 , 其他 , 高楼层(共6层) , 1997年建 , 板楼,285,万,https://bj.lianjia.com/ershoufang/101106342770.html,晓月苑一里 2室1厅 285万
蓝桥驿苑 ,大兴其它,1室1厅 ,55.36,平米, 南 北 , 毛坯 , 中楼层(共18层) , 2014年建 , 塔楼,168,万,https://bj.lianjia.com/ershoufang/101106342761.html,南中轴路旁 14年建成电梯房 前后不临街 房本满两年
成苑公寓 ,农展馆,2室1厅 ,78.54,平米, 南 北 , 精装 , 顶层(共6层) , 1995年建 , 板楼,545,万,https://bj.lianjia.com/ershoufang/101106342731.html,成苑公寓 2室1厅 545万
西环里 ,西关环岛,2室1厅 ,54.72,平米, 南 北 , 其他 , 底层(共6层) , 1985年建 , 板楼,215,万,https://bj.lianjia.com/ershoufang/101106342729.html,此房满五年唯一，南北通透，楼层好，交通便利
沿海赛洛城七期 ,百子湾,3室2厅 ,162.89,平米, 南 北 , 精装 , 高楼层(共9层) , 2009年建 , 板楼,1020,万,https://bj.lianjia.com/ershoufang/101106342722.html,精美装修，三居室，南北通透一梯两户。
安华里社区 ,安贞,2室1厅 ,60.81,平米, 西南 , 简装 , 中楼层(共16层) , 1985年建 , 塔楼,488,万,https://bj.lianjia.com/ershoufang/101106342659.html,阳光耀眼光照充足远观柳荫公园适合老人居住的两居
慧忠北里第一社区 ,亚运村,2室1厅 ,74.84,平米, 南 北 , 精装 , 顶层(共16层) , 1996年建 , 板楼,520,万,https://bj.lianjia.com/ershoufang/101106342632.html,慧忠北里第一社区 2室1厅 520万
大成国际 ,百子湾,1室1厅 ,57.28,平米, 南 , 精装 , 中楼层(共11层) , 2007年建 , 板塔结合,430,万,https://bj.lianjia.com/ershoufang/101106342619.html,本房朝南向，中间楼层，无遮挡采光好，视野好
赵公口小区 ,木樨园,3室1厅 ,101.38,平米, 南 北 , 精装 , 中楼层(共6层) , 1996年建 , 板楼,580,万,https://bj.lianjia.com/ershoufang/101106342597.html,赵公口小区 南北通透三居室 精装修 满五年的公房！
双花园西里 ,双井,2室1厅 ,53.94,平米, 南 北 , 精装 , 顶层(共6层) , 1988年建 , 板楼,370,万,https://bj.lianjia.com/ershoufang/101106342567.html,双花园西里 2室1厅 370万
新里西斯莱公馆 ,高米店南,1室1厅 ,69.36,平米, 南 , 精装 , 低楼层(共18层) , 2010年建 , 板塔结合,395,万,https://bj.lianjia.com/ershoufang/101106342557.html,西斯莱精装一居室 全南向带阳台 采光充足  视野开阔
首开常青藤二期 ,东坝,2室1厅 ,82.09,平米, 南 北 , 精装 , 高楼层(共6层) , 2011年建 , 板楼,590,万,https://bj.lianjia.com/ershoufang/101106342537.html,首开常青藤 满五年精装修两居室 南北通透 拎包入住
天通苑东二区 ,天通苑,2室1厅 ,91.71,平米, 南 北 , 精装 , 中楼层(共7层) , 2001年建 , 板楼,426,万,https://bj.lianjia.com/ershoufang/101106342514.html,满五年 南北双通透 家庭名下一套 精装拎包入住
永金里小区 ,五棵松,2室1厅 ,100.98,平米, 东 , 精装 , 顶层(共11层) , 2006年建 , 板塔结合,675,万,https://bj.lianjia.com/ershoufang/101106342498.html,2006年商品房满五年唯一 电梯直达
晶都国际 ,酒仙桥,1室0厅 ,49.35,平米, 西南 , 精装 , 高楼层(共21层) , 2006年建 , 板塔结合,256,万,https://bj.lianjia.com/ershoufang/101106342492.html,东北四环 西南小户型 精装出售
北街家园七区 ,沙河,3室1厅 ,89.56,平米, 南 北 , 其他 , 高楼层(共18层) , 2010年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106342490.html,北街家园七区 3室1厅 350万
东兴二区 ,顺义城,2室1厅 ,67.32,平米, 南 北 , 其他 , 低楼层(共6层) , 1997年建 , 板楼,265,万,https://bj.lianjia.com/ershoufang/101106342479.html,东兴二区 2室1厅 265万
苹果园小区一区 ,苹果园,2室1厅 ,59.07,平米, 南 北 , 其他 , 顶层(共6层) , 1985年建 , 板楼,295,万,https://bj.lianjia.com/ershoufang/101106342476.html,苹果园小区一区 2室1厅 295万
石园东区 ,顺义城,2室1厅 ,59.77,平米, 南 北 , 简装 , 顶层(共6层) , 1994年建 , 板楼,215,万,https://bj.lianjia.com/ershoufang/101106342466.html,石园满5年北京唯一住宅 首付首套73万 南北通透
安外大街3号院 ,安定门,2室1厅 ,55.2,平米, 南 北 , 简装 , 高楼层(共6层) , 1988年建 , 板楼,505,万,https://bj.lianjia.com/ershoufang/101106342426.html,单独的小院管理，南北向2居室，业主诚心出售
蓝光云鼎 ,马家堡,3房间2卫 ,52.62,平米, 南 , 其他 , 中楼层(共10层) , 2011年建 , 塔楼,253,万,https://bj.lianjia.com/ershoufang/101106342415.html,蓝光云鼎 3房间2卫 253万
林肯公园二期A区 ,亦庄,3房间2卫 ,96.24,平米, 东 , 精装 , 中楼层(共19层) , 2014年建 , 塔楼,320,万,https://bj.lianjia.com/ershoufang/101106342411.html,林肯公园二期A区 3房间2卫 320万
